edad,salario,años_experiencia,score_credito,num_productos,ciudad,estado_civil,nivel_educacion,aprobado
22.791563500289776,,12.130866139808747,531.0542661684806,,Sevilla,Divorciado,Universidad,0.0
37.08863595004755,43185.14895184159,9.780355530168672,719.3320324754466,4.0,Barcelona,Soltero,Universidad,1.0
18.0,35473.4465316931,17.75295587790156,663.2929594018327,2.0,Valencia,Soltero,Universidad,1.0
21.718139511015693,46097.79576399503,10.063432313906954,629.5177829002017,3.0,Barcelona,Soltero,Universidad,0.0
36.96861235869123,37737.55175758407,9.554924224351495,850.0,1.0,Sevilla,Soltero,Secundaria,
42.38466579995411,19120.26197065685,10.10246507041444,825.2615719619557,2.0,Barcelona,Divorciado,Universidad,1.0
36.7136828118997,59762.485465116995,10.427504885491633,584.9827939685613,2.0,Madrid,Divorciado,Secundaria,
,28370.9697206613,3.984544790218894,734.6636196565839,2.0,Barcelona,Soltero,Posgrado,1.0
31.988963044107113,16675.720040149572,6.191921906474518,845.8025275564326,1.0,Valencia,Casado,,1.0
20.214780096325725,29317.574266652195,8.89429173146875,550.3800845923998,4.0,Valencia,Divorciado,Posgrado,
27.801557916052914,,3.8818589398917065,707.6983141407154,1.0,Barcelona,Soltero,Primaria,0.0
30.393612290402125,55554.00396548048,,712.4072725719493,,Madrid,Casado,,1.0
45.57122226218915,30505.855653154762,10.365978132267923,572.5507117500978,2.0,Sevilla,Casado,Primaria,1.0
38.43618289568462,30496.620337242824,4.878857031712735,737.9550304612229,2.0,Barcelona,Soltero,Universidad,1.0
18.0,,,811.6246390518126,5.0,Valencia,Divorciado,Universidad,0.0
38.24083969394795,,16.03792925519851,850.0,0.0,Valencia,Casado,Universidad,1.0
31.149177195836835,43957.02478230376,11.95612794500596,675.0635898374054,0.0,Barcelona,Divorciado,Posgrado,0.0
28.230779996940413,45027.145652274325,11.65562121691719,,2.0,Barcelona,,Universidad,0.0
41.11676288840868,60787.63812782903,15.176788265335373,494.2033246603245,1.0,Barcelona,Casado,Universidad,0.0
45.30999522495951,40920.83311708051,6.250074232943655,735.6216709814462,4.0,Sevilla,Soltero,Universidad,1.0
44.31280119116199,31903.752883040208,4.88611335804187,558.7705680070144,4.0,Valencia,Casado,,0.0
26.607824767773614,32919.65173018358,14.281995469138407,709.0182637496899,2.0,Valencia,Casado,Secundaria,1.0
31.907876241487855,35038.3820738561,9.009018088746501,647.8093249894971,1.0,Valencia,Divorciado,Posgrado,1.0
38.31263431403564,35645.88109089143,6.1701062946754055,750.6877456390562,1.0,Sevilla,Soltero,Posgrado,1.0
44.75545127122359,52251.02421409062,21.584787920803215,687.3119285897806,4.0,Madrid,Divorciado,,1.0
30.2082576215471,37271.07899815764,,617.4015821973484,1.0,Valencia,Casado,Posgrado,0.0
33.14341023336183,52382.091079942235,10.154472776897416,623.970905243602,8.0,,Soltero,Secundaria,1.0
23.936650259939718,34879.05239033944,8.536112080018777,850.0,0.0,Madrid,Soltero,Universidad,1.0
23.037933759193294,,,744.3523738462414,1.0,Sevilla,Soltero,Universidad,0.0
43.125258223941984,13371.751419424128,2.667499281787405,529.7871293461612,3.0,Madrid,Soltero,Posgrado,1.0
48.56240028570823,57420.91204792995,17.649776416042318,755.0787735116763,1.0,Madrid,Soltero,Universidad,0.0
34.27989878419666,43184.816301532344,4.433900404014446,680.5323337642003,,Madrid,Casado,Universidad,1.0
45.03532897892024,59814.59985841763,8.228015780021948,700.460108709714,2.0,Madrid,Casado,Universidad,1.0
38.61636025047634,8534.50221639942,7.598907405800546,781.9888153981797,2.0,,Casado,Secundaria,0.0
28.548802453948756,103175.56723393573,12.114094745348075,818.3227173712846,1.0,Sevilla,Divorciado,Primaria,1.0
38.61395605508414,,3.9913576349635416,614.1187272079311,2.0,Madrid,Soltero,Universidad,0.0
50.38036566465969,63202.01157638909,11.475934985385328,697.0258345844616,0.0,Barcelona,Soltero,Universidad,
34.64173960890049,21591.328104971148,,645.388899726143,1.0,Barcelona,Casado,Secundaria,1.0
50.64643655814006,49334.89665512456,6.75544315474575,759.6862181074263,0.0,Barcelona,Soltero,Universidad,1.0
18.0,21445.97408537873,11.296945092814738,676.7695506263831,5.0,Barcelona,Divorciado,Universidad,1.0
,26585.348098656552,9.416305852564728,702.9251479701876,4.0,Valencia,Soltero,Universidad,
35.870470682381715,94562.44386797021,19.500886069689496,672.9723238989835,3.0,Sevilla,Soltero,Secundaria,0.0
32.009926495341325,33013.06923987234,8.53259229190203,689.3880484430669,1.0,Sevilla,Divorciado,Universidad,0.0
35.91760776535502,40486.19928344646,5.780902246869955,850.0,2.0,Madrid,Casado,Universidad,
18.0,56108.01018387305,11.526755201072572,850.0,1.0,Valencia,Casado,Universidad,1.0
32.80328112162488,46529.460215469204,8.045052888295269,737.7092093742476,4.0,Madrid,Soltero,Universidad,0.0
38.57112571511746,39152.104414190515,9.33027218958429,690.0030220183097,1.0,Madrid,Divorciado,Primaria,0.0
49.77894044741516,43585.53033624188,4.9062633090554515,540.4363239110316,0.0,Sevilla,Casado,Universidad,0.0
29.817297817263526,120777.80239857307,12.19633894295008,623.9581800188627,3.0,Valencia,Casado,Secundaria,0.0
26.915063971068122,35284.201793462,,687.3263964214094,1.0,Barcelona,Casado,Secundaria,0.0
29.982429564154636,40156.898522480304,10.529830547056008,628.4936779362574,3.0,Sevilla,,Universidad,
44.15402117702074,61409.952756099156,21.661819464273403,639.0099237128078,0.0,Valencia,Divorciado,Posgrado,0.0
38.287511096596845,63118.10712012998,8.306224576857172,850.0,2.0,Valencia,,Universidad,1.0
29.702397962329613,65743.43865757424,12.931957052283291,702.8790813738482,2.0,Sevilla,Casado,Secundaria,1.0
40.13267433113356,49979.34559743412,8.572046132301654,711.8211991401937,1.0,Sevilla,Divorciado,Universidad,1.0
35.9707754934804,20506.507292002003,6.799455142251161,632.5809439661773,3.0,,,Universidad,0.0
44.68644990532889,82183.98777549647,16.285014465251862,817.7544724769587,3.0,Madrid,Casado,Universidad,0.0
27.979469061226474,,3.3686221231959683,678.7421372011432,1.0,Madrid,Casado,Universidad,0.0
31.723378534022316,42248.22975508182,14.398080919822608,647.9136334849144,1.0,Barcelona,Soltero,Universidad,0.0
31.078918468678424,24905.951625352995,3.1468528885196476,541.9249182690559,3.0,Sevilla,Casado,Universidad,0.0
20.364850518678814,35169.370506085244,13.745333321550259,693.8898086248633,1.0,Valencia,Casado,Secundaria,1.0
37.96120277064576,42803.75901436588,9.395135947760634,644.7941998222599,0.0,Sevilla,Divorciado,Secundaria,1.0
,42645.566967846724,5.788744605638966,850.0,1.0,Valencia,Casado,Secundaria,1.0
35.05113456642461,44844.68602177073,7.682875444226276,850.0,3.0,Barcelona,Soltero,Universidad,1.0
32.65412866624853,,12.623675093611626,576.4719505233726,4.0,Sevilla,Divorciado,,0.0
20.84629257949586,45559.16777200499,20.741480899660182,587.7846762119003,2.0,Valencia,Soltero,Universidad,1.0
30.79354677234641,32142.090552037593,4.075029241550026,672.3680364873552,0.0,Valencia,Casado,Secundaria,0.0
31.572854834732304,58808.61190573122,5.9637883078554,618.3962104605728,2.0,Madrid,Divorciado,Secundaria,1.0
26.97722730778381,65823.7006337631,4.684816315523426,721.7416575686714,,Barcelona,Divorciado,Secundaria,1.0
33.387142883339905,19657.143584564037,8.53985226466088,667.3376510914433,3.0,Sevilla,Divorciado,Secundaria,0.0
39.040508568145384,48957.11720936124,13.908454402076194,728.0532340555259,2.0,Madrid,Divorciado,Universidad,1.0
53.8618590121053,51564.37835700541,4.362687632165807,801.6093521646967,2.0,Barcelona,Soltero,Posgrado,0.0
36.74577812831839,31295.1448636761,9.281200476988907,593.5778489664492,2.0,Madrid,Casado,Posgrado,0.0
37.57550390722764,72247.52914146282,13.713424689130647,799.5211222477399,0.0,Sevilla,Casado,Universidad,1.0
34.25554084233833,33690.534667343534,7.630907305245355,627.1347585679823,3.0,Valencia,Divorciado,,1.0
18.0,38668.7951441088,1.9975204186989435,850.0,2.0,Sevilla,Casado,Universidad,0.0
34.73486124550783,33305.04239765119,10.21954448962389,,0.0,Barcelona,,Secundaria,0.0
35.60230209941027,36599.48776467125,15.755340282332105,688.6919664113765,2.0,Sevilla,Casado,Universidad,0.0
59.63242112485286,20991.281347163476,5.428492714314895,603.6416555469958,,Barcelona,Soltero,Universidad,0.0
33.076390352188774,17676.203141752765,3.564947523603388,584.5134020325416,2.0,Madrid,Soltero,Universidad,0.0
,,10.783625197350846,787.362850207453,2.0,Barcelona,Casado,Secundaria,1.0
,23778.07759778317,10.91749446495581,696.9597233469501,3.0,Valencia,Soltero,Secundaria,0.0
23.313219623804677,22121.468145058498,7.382560382910629,792.6866885751958,1.0,Valencia,Soltero,Secundaria,0.0
46.42822814515021,12373.40812994015,6.707749481101927,850.0,2.0,Valencia,Soltero,,0.0
42.519330326867745,26384.160450981108,9.481667598982023,622.9617061283876,2.0,Madrid,Soltero,Universidad,1.0
42.910319470430466,18740.741134876847,5.379892828962918,576.9861756241912,3.0,Barcelona,Divorciado,Universidad,
25.90612545205261,82537.46414285856,5.384145629533376,719.2560234532626,2.0,Madrid,Casado,Universidad,1.0
49.02794310936099,60168.7590942088,12.587012069240943,814.4759611452297,4.0,Sevilla,Divorciado,Secundaria,1.0
20.981489372077192,,5.197807964671148,605.9539710214243,2.0,Sevilla,Soltero,Universidad,0.0
40.868570938002705,111995.94034180824,3.6863478383914883,703.4624738759246,1.0,Sevilla,Casado,Universidad,1.0
56.90455625809979,59330.73476169335,6.701315695395112,837.004366117099,1.0,Sevilla,Soltero,Universidad,1.0
25.094636748693116,30871.3641985788,7.4672240726567365,536.7122161509628,0.0,Valencia,Casado,Posgrado,0.0
29.33702270397228,10407.657815261171,11.475380746690314,723.5317961439099,2.0,Barcelona,Divorciado,Secundaria,0.0
35.99651365087641,114173.13305331378,6.982491792456869,645.9896906401216,4.0,Valencia,Casado,Primaria,1.0
29.965243458838007,18128.014200581874,16.92610433425118,712.4156590971303,1.0,Barcelona,Soltero,Universidad,1.0
19.493365689338674,15951.380026719506,9.706823924982551,770.9784290583688,0.0,Barcelona,Casado,,1.0
35.68562974806027,60553.661388973414,6.258649162558906,722.0808507888091,2.0,Madrid,Casado,Posgrado,1.0
24.37696286273895,122992.19821169607,11.26023646139309,598.9777597888145,0.0,Sevilla,Divorciado,Universidad,0.0
39.73592430635182,,16.792997208452526,649.8753861766521,0.0,Barcelona,Soltero,Posgrado,1.0
25.80575765766197,48144.13293329496,12.435092172647021,842.6592980324466,3.0,Sevilla,Casado,Universidad,0.0
50.499344050175395,48892.396414789015,4.22900921043438,,2.0,Sevilla,Divorciado,Universidad,1.0
27.167467076637628,55642.78948967107,7.770735975941283,784.0319127584849,,Sevilla,Casado,Universidad,1.0
31.779384837943244,53075.159666926396,10.45659226548162,725.0295310183043,1.0,Valencia,Soltero,Secundaria,0.0
43.135172173696695,41797.66317244547,12.20774346305379,,1.0,Sevilla,Casado,Posgrado,1.0
22.69135683566045,38257.716289798795,8.563996657258803,660.3853910062678,2.0,Barcelona,Casado,Universidad,0.0
37.27459934604129,35196.5531899027,8.015312012975127,623.2488353232565,4.0,Valencia,Casado,Universidad,1.0
48.07142754282428,24909.8280545964,19.43644075747589,776.3697715848047,3.0,Sevilla,Casado,Universidad,0.0
18.925167654387725,31560.526633704525,12.516217660854846,812.7374010445556,1.0,Madrid,Soltero,Universidad,0.0
36.84633858532304,15576.545883729268,11.275855200380384,608.5718689203359,4.0,Sevilla,Divorciado,Universidad,0.0
37.598827942484235,34573.064893813076,7.123027443780943,642.4055188576272,1.0,Sevilla,Divorciado,Primaria,
42.8182287177731,22152.473649685242,5.34135798055036,683.6773571769094,3.0,Valencia,Casado,Universidad,1.0
22.63049289121918,20914.654016805,11.363880902177996,850.0,1.0,Barcelona,Soltero,Universidad,0.0
21.795433869157236,,13.119424129582372,756.3135455168259,1.0,Sevilla,Soltero,Universidad,0.0
40.21941565616898,72838.58759734599,9.309176639625877,567.5913170134113,2.0,Valencia,,Secundaria,0.0
37.96984673233186,57478.04357551088,,,3.0,Valencia,Soltero,Primaria,1.0
37.504928503458764,16560.070715477086,12.67245293554814,675.4121244249566,1.0,Barcelona,Soltero,Secundaria,1.0
38.46448209496975,22140.99024365615,13.503514791685399,582.673044399607,3.0,Valencia,Soltero,Universidad,0.0
28.199752784215093,58127.00250494022,4.1914157249639645,689.5208083105273,2.0,Barcelona,Casado,Primaria,1.0
37.322536971610035,22220.183094381468,7.874210248417661,,2.0,Madrid,Divorciado,Posgrado,1.0
37.93072473298681,32457.38979941454,11.66787060175665,663.8367476382841,2.0,Sevilla,Divorciado,Secundaria,1.0
,47811.7186996142,9.5500360817052,659.2618632618189,0.0,Valencia,Casado,Secundaria,
53.65774511144757,22377.86931734871,12.689893685238097,847.1393548348804,5.0,Madrid,Divorciado,Secundaria,0.0
39.73832920911788,38280.18785979409,11.272847955432082,663.6296883899485,2.0,Valencia,Soltero,Primaria,0.0
23.086965027973513,18638.549199039306,2.7787104504829996,704.9671056300265,2.0,Valencia,Soltero,Universidad,0.0
41.5655360863383,26884.795373145553,14.921356882217236,,0.0,Madrid,Divorciado,Universidad,0.0
25.253183297726785,42611.99081030474,7.413611274441056,649.4983149632664,,Valencia,Soltero,Universidad,0.0
42.87084603742452,16374.870191479922,6.079948679650116,707.9504732367698,1.0,Valencia,Soltero,Secundaria,
46.58595579007404,45262.645514930475,14.70259081610444,706.5350596097763,1.0,Madrid,Divorciado,Secundaria,
26.793176816482895,35960.66929199006,12.260955630988574,707.9756526899216,5.0,Valencia,Casado,Universidad,0.0
44.63376129244322,47870.03326114161,15.60977472140612,614.0766857903579,0.0,Barcelona,Divorciado,Posgrado,1.0
39.12780926936498,40617.61290983798,10.508177272816543,679.3875492747359,2.0,Valencia,Divorciado,Secundaria,1.0
43.2206015999449,71830.91367752625,7.827057434040559,776.0321875349857,1.0,Sevilla,Divorciado,Universidad,1.0
53.967929826539475,38661.99098565868,,682.018336861996,3.0,Valencia,Divorciado,Universidad,0.0
32.54611883997129,29298.664959280082,5.554943256253239,716.1781912601258,2.0,Sevilla,Casado,Secundaria,1.0
27.462638356425103,38605.45055282949,4.62407405063343,716.7037000726355,5.0,Sevilla,Casado,Universidad,0.0
26.104855703744768,47650.52917695645,6.870042374971562,741.7395130733917,3.0,Valencia,,Primaria,1.0
26.841897150345616,37213.617502156245,17.65171899048287,755.865091501381,2.0,Madrid,Soltero,Universidad,
34.228982905858956,37060.08693406357,7.2045208221827695,682.5849390250779,2.0,Barcelona,Divorciado,Secundaria,1.0
38.41151974816644,25565.630148778277,3.729422756475874,608.8664696907904,1.0,Barcelona,Soltero,Universidad,0.0
37.766907993300194,26070.23552518611,8.675849127239,578.1284671325125,0.0,Valencia,Casado,Primaria,0.0
43.27183249036024,,7.159222300573375,801.7686412736359,1.0,Madrid,Soltero,Posgrado,0.0
35.13001891877907,87097.92780702557,15.041274322276756,777.0250447971066,,Madrid,Soltero,Secundaria,1.0
49.53534077157317,19498.023536345223,17.094543933066863,764.9364684337527,1.0,Barcelona,Soltero,Universidad,0.0
32.35343166762044,25682.045321343427,7.658504924120849,781.1203527862674,1.0,Madrid,Divorciado,Universidad,1.0
62.20169166589619,25356.651652790082,10.503642236739815,683.8444016374111,0.0,Valencia,Soltero,Posgrado,1.0
41.25667347765006,56809.68998419064,10.898853416303133,637.512358223445,2.0,Valencia,,Universidad,0.0
26.428424435837172,31336.071618770522,9.124705235394547,601.9592590201962,3.0,Madrid,Casado,Universidad,1.0
24.291075019388877,67769.73828677398,8.372858749378208,591.0650003414501,4.0,Valencia,,,1.0
39.824724152431855,25932.56225291026,5.882589837829455,821.2158688550331,2.0,Sevilla,Casado,Secundaria,1.0
32.76537214674149,41751.768184715365,3.4133934761231863,650.6855144245851,3.0,Barcelona,Soltero,,1.0
42.14000494092092,23916.562113186574,5.865843441902315,805.4859069210887,3.0,Valencia,Divorciado,Secundaria,0.0
39.73237624573545,106146.40123157945,8.977461447079312,681.3114169619349,2.0,Madrid,Casado,Posgrado,1.0
34.271710873431275,20054.33844220897,4.366671473337457,632.3758791757576,3.0,Barcelona,Casado,Primaria,0.0
26.53206281931595,42400.28467003848,10.257775695381465,590.5635202449856,0.0,Valencia,Divorciado,Universidad,0.0
19.851527753141355,49855.716381770275,9.636152303480875,641.184564301225,2.0,Barcelona,Divorciado,,1.0
30.53485047932979,44662.948699329674,7.16504257631567,841.823878290629,,Madrid,Casado,Universidad,1.0
43.56398794323472,33102.23794003913,8.208159368694776,591.5789920220187,4.0,Sevilla,Casado,Universidad,0.0
37.14093744130204,34033.12690983473,4.769180038997377,850.0,2.0,Sevilla,,Secundaria,1.0
22.54261221288012,,13.396745099849987,615.9392572530356,2.0,Valencia,Casado,Universidad,0.0
36.73180925851182,33742.01241772756,13.296194030871428,774.9949970651246,2.0,Sevilla,Casado,Secundaria,0.0
38.85317379728837,58802.49461414734,5.199360301567008,685.4748705745011,2.0,Valencia,Soltero,,1.0
26.16142563798867,109673.330184653,5.274953095671224,667.9440417473814,1.0,Barcelona,Divorciado,Universidad,1.0
36.53725105945528,27481.109147054318,5.903991611694346,572.8579222874864,2.0,Valencia,Soltero,Posgrado,1.0
35.58208718446,18308.093525502172,11.92448488186212,690.1607017248762,3.0,Valencia,Soltero,Primaria,1.0
23.57029702169377,34747.36343791844,10.883535678979245,584.1714003633996,1.0,,Divorciado,Secundaria,1.0
38.577873603482836,131907.29824496375,14.62890368243966,531.8422900232559,3.0,Sevilla,Soltero,,1.0
40.60784526368234,24298.325464181413,15.353361149771473,711.9598678217449,3.0,,Casado,Primaria,
45.830512431752766,82417.9393468453,4.157975137757513,636.4576893164244,,,Soltero,Secundaria,0.0
45.53802052034903,84023.3829077949,11.736136468143238,850.0,1.0,Valencia,Divorciado,Universidad,1.0
21.22330632042909,27534.798374308,15.082613775432666,800.0021715092822,4.0,Barcelona,Casado,Secundaria,
25.621749600848773,48266.428680103,7.963081284622689,850.0,,Madrid,Casado,Universidad,1.0
40.1503526720866,81977.35352385463,9.231945766094247,631.9117095492102,1.0,Barcelona,Casado,Universidad,0.0
40.13785950912209,30044.53709238612,8.600121370564024,713.6137740131287,1.0,Barcelona,Casado,Universidad,0.0
40.150476863060476,32800.85365002029,8.776752237760334,437.93290403189474,0.0,Barcelona,Soltero,Secundaria,
70.0,27150.738969623097,13.376495210657582,671.8197619313275,2.0,Madrid,Soltero,Secundaria,0.0
40.70890510693167,21864.544574428215,19.116735583687614,709.8498348024681,3.0,Madrid,Casado,Universidad,0.0
,26248.423982802655,16.664574812827926,715.4048077701772,,Sevilla,Divorciado,Secundaria,1.0
44.54001763493203,19693.223418089943,7.324526539615829,695.7631589458327,1.0,Madrid,Casado,Universidad,0.0
41.51391251305798,36939.685286444175,,706.6592571751668,,Valencia,Soltero,Secundaria,1.0
31.847307553596544,24711.237643402776,6.340095351520023,428.6757365836588,4.0,Barcelona,Casado,Universidad,0.0
42.589692204932675,40818.59253154259,6.656461989724948,725.6221836081978,1.0,Sevilla,Soltero,Universidad,0.0
27.27174785462428,16681.44289884247,9.046088167251659,748.3439891930038,1.0,Madrid,Casado,Universidad,1.0
32.63181393259991,42849.10838996014,6.5698645556210575,833.802540262885,3.0,Barcelona,Divorciado,Secundaria,1.0
30.146364521708964,55092.258203985824,7.044832581293192,736.8738059276931,1.0,Madrid,Casado,Secundaria,1.0
35.81874139386323,13401.637483230888,10.406359170075302,686.9262933286761,1.0,,Divorciado,Universidad,1.0
58.146585666735085,43784.19930960142,11.662954671300099,810.4941922230971,3.0,Madrid,Divorciado,Universidad,1.0
18.0,67092.96649553417,11.524746059552982,464.26657754005214,2.0,Madrid,Casado,Secundaria,1.0
,19834.52709373547,11.575775356181843,648.5051469372856,2.0,Barcelona,Divorciado,Secundaria,1.0
18.872841288103483,83808.20500395607,4.942217630011398,623.4190019941288,2.0,Valencia,Divorciado,Secundaria,1.0
30.280681342105666,44779.66927988708,6.408715815740407,696.5478200168689,2.0,Madrid,Soltero,Universidad,0.0
45.889505969673664,25527.053035030178,9.498204908023919,480.13071877708353,3.0,Sevilla,Soltero,Secundaria,1.0
35.64280019095463,35316.84982441854,14.779007586522987,831.9635662243719,3.0,Madrid,Divorciado,Universidad,1.0
24.222552220706937,48009.94501590083,23.724625964640182,675.0190100315754,5.0,Madrid,Casado,Universidad,1.0
27.846962907400318,37722.14855311549,10.708478476338199,731.8796691158934,1.0,Valencia,Divorciado,Universidad,0.0
41.79597748934676,47542.43673983723,12.810823336911197,722.3091225059894,3.0,Barcelona,Casado,Universidad,1.0
27.696333682828634,22917.663027066712,4.662225100705133,826.248989487695,1.0,Sevilla,Soltero,Universidad,0.0
37.16458589581975,39524.67391773811,12.65858276018316,513.8049865125953,0.0,Barcelona,Casado,Universidad,0.0
35.45571839903814,17910.5060809352,20.859977344155528,711.2321165469813,,Barcelona,Divorciado,Primaria,0.0
28.48399652394183,,6.397388533597833,814.617826070486,3.0,Barcelona,Divorciado,Universidad,0.0
56.439440893253256,23110.58875784057,7.154625998033499,690.2013553279309,1.0,Madrid,Divorciado,Universidad,0.0
41.33919022318011,25140.491405343095,13.561550480021067,,4.0,Valencia,Divorciado,Universidad,0.0
18.0,67376.16420922382,9.44345412258836,639.6109884344214,1.0,Madrid,Divorciado,Universidad,0.0
36.86454314769428,62671.060202271896,3.253586456114534,660.7057998193595,0.0,Sevilla,Casado,Secundaria,0.0
28.38213535231612,49245.29260726198,7.360800885310423,627.894997047701,2.0,Valencia,Divorciado,Universidad,1.0
43.52433334796224,,17.06308368426144,684.7188882932641,0.0,Barcelona,Soltero,Secundaria,0.0
27.074792615672994,31001.652086265636,8.179211540615462,850.0,4.0,Valencia,Divorciado,Universidad,0.0
33.85263558533101,66605.92722824837,8.17605763461025,640.2635234462517,1.0,Sevilla,Casado,,1.0
40.049872789804574,,13.181518712130533,651.2326025721001,2.0,Madrid,Divorciado,Universidad,0.0
43.657551941701215,115805.20253258791,10.880961094614937,745.9780584050313,1.0,Madrid,Divorciado,,1.0
22.997035929442237,44207.90594908257,7.973847366294436,682.5179636036124,1.0,Barcelona,Casado,Universidad,1.0
31.654987641590516,39975.600450710415,6.930188504903353,567.0814866655118,1.0,Madrid,Divorciado,Universidad,0.0
30.25054688839044,31114.890192105122,28.75246868528785,693.8811562220978,2.0,Madrid,Casado,Secundaria,1.0
28.46670767426288,38823.090026811944,15.809902325713619,690.1108567603075,1.0,Sevilla,Divorciado,Universidad,0.0
52.65454240281097,33649.89052787322,11.573865824674696,,2.0,Valencia,,Universidad,1.0
39.049817109609556,51743.51236515805,11.903073582465478,602.7847601797339,3.0,Madrid,Divorciado,Universidad,1.0
22.391160456649548,58591.86587855711,8.801733790434755,798.2319482755444,4.0,Sevilla,Casado,Secundaria,1.0
44.17861947054776,24514.137471095706,10.822813436901546,690.2169187900056,2.0,Sevilla,Soltero,Universidad,1.0
56.22156197012633,18664.591835861767,8.375274588688168,589.2058329085004,2.0,Barcelona,Casado,Universidad,0.0
45.32465260551147,14499.904083392685,6.116936233711166,569.1221687923071,3.0,,Divorciado,Universidad,0.0
19.806300340459867,46816.71908226105,11.01276575509908,850.0,3.0,Barcelona,Soltero,,0.0
30.157659271337486,,8.043207363153028,684.008397716456,2.0,Madrid,Casado,Universidad,1.0
47.669111491866225,12376.498902343757,11.26854406027439,793.6504116730488,3.0,Barcelona,Soltero,Secundaria,0.0
27.923305343812192,44103.274142163005,,529.1880605391871,1.0,Sevilla,Soltero,Secundaria,1.0
39.43819428146229,126310.66653310771,11.532852573389238,,4.0,Valencia,Casado,Primaria,1.0
42.74634053429337,36205.435708331956,5.875770355539557,789.3244628367129,0.0,Valencia,Soltero,Secundaria,1.0
25.73069528421917,55229.106625003864,7.643739674034248,674.4559785844791,5.0,Madrid,Casado,Universidad,0.0
34.404746439382,37832.15492046829,8.115570125564556,669.383414214449,2.0,Madrid,Soltero,Universidad,0.0
